"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000148082.9",50.3969649550454,-1.73795848775363,0.440750208593557,2.15143333238083e-06,0.000753001666333291,"SHC3","53358"
"ENSG00000128309.16",58.9771296525898,1.0916072747519,0.272731359785464,2.47197924162957e-06,0.000846784378515663,"MPST","4357"
"ENSG00000174307.6",44.8447134716172,1.37705172528068,0.352057453133963,2.88673439453357e-06,0.000968258828166467,"PHLDA3","23612"
"ENSG00000154096.13",432.116129616288,0.883652485912345,0.215959045690631,3.01453908356876e-06,0.000990491413172593,"THY1","7070"
"ENSG00000164879.6",3.37690065496661,-2.49796017501458,0.621827305404596,3.14382032964362e-06,0.00100598155188307,"CA3","761"
"ENSG00000134709.10",160.041635898061,1.84275459013643,0.546922322258181,3.18664963639979e-06,0.00100598155188307,"HOOK1","51361"
"ENSG00000179091.4",153.962384861748,0.796001955977261,0.193942876214599,3.36686136353322e-06,0.00104243207601702,"CYC1","1537"
"ENSG00000166595.11",53.6417028760028,1.12071790944061,0.287433239934829,4.01368825961505e-06,0.00119864652553347,"CIAO2B","51647"
"ENSG00000234851.4",178.973732298175,0.287277576934057,0.864103190941495,4.02030511669612e-06,0.00119864652553347,NA,NA
"ENSG00000171314.8",1377.84735372064,-0.68709140062633,0.170101493238232,4.11187018287102e-06,0.00120365654444043,"PGAM1","5223"
"ENSG00000170248.14",147.247656393706,-1.1791147259402,0.303734799545314,4.23757318486355e-06,0.00121830229064827,"PDCD6IP","10015"
"ENSG00000078114.18",28.6042894578134,-1.07235897625112,0.274976142114152,4.36684129877218e-06,0.001233441138776,"NEBL","10529"
"ENSG00000117000.8",75.3273838125814,-0.797176707750694,0.199312999538176,5.06232316732373e-06,0.00140523108610193,"RLF","6018"
"ENSG00000156574.9",40.1351125613134,1.07851834109424,0.279051921934302,5.73133460468731e-06,0.00156397435822823,"NODAL","4838"
"ENSG00000063241.7",47.7083969364768,0.96020331770507,0.249078801991577,6.12559482676887e-06,0.00161532523611187,"ISOC2","79763"
"ENSG00000214026.10",48.7306099654165,1.01936351127275,0.264761029375291,6.14108239934637e-06,0.00161532523611187,"MRPL23","6150"
"ENSG00000166153.16",16.5849213806537,-2.4258474035906,0.691094233850789,6.22050712043079e-06,0.00161532523611187,"DEPDC4","120863"
"ENSG00000170525.20",75.8531538375178,-1.19991612206495,0.324829866748567,7.36799176488148e-06,0.00188293122880304,"PFKFB3","5209"
"ENSG00000103249.17",48.1338710937674,-1.0627144533296,0.28327337491717,7.69478338863491e-06,0.00193571894620347,"CLCN7","1186"
"ENSG00000196968.10",30.7217954745991,-1.22561490195411,0.333870384939346,8.64393100383494e-06,0.00214103521787296,"FUT11","170384"
"ENSG00000132780.16",813.002386920127,1.12260443547293,0.300969479885786,8.79558343993898e-06,0.00214558929368208,"NASP","4678"
"ENSG00000072682.18",18.244155961635,-1.32475129977372,0.367842191870437,9.90730224958094e-06,0.00235720888162592,"P4HA2","8974"
"ENSG00000146072.6",84.3417420480913,0.545365926970093,0.138727079856098,1.00544079372791e-05,0.00235720888162592,"TNFRSF21","27242"
"ENSG00000107833.10",112.758371013554,0.884813870694462,0.234165922609653,1.01023237783968e-05,0.00235720888162592,"NPM3","10360"
"ENSG00000172531.14",163.223525081778,0.845847714067064,0.225697298080699,1.05491857570379e-05,0.00242631272411871,"PPP1CA","5499"
"ENSG00000164096.12",79.2785903732369,-1.24414771747566,0.352998280458851,1.15994465054099e-05,0.00263029702446618,"C4orf3","401152"
"ENSG00000125144.13",18.5767939554679,-2.34673260114132,0.924844956245448,1.33124971656761e-05,0.00294011664869923,"MT1G","4495"
"ENSG00000278815.1",950.185579254668,-0.0220916052978424,0.209030611996737,1.33309636866487e-05,0.00294011664869923,"VTRNA2-1","100126299"
"ENSG00000207088.1",109062.061856311,-2.58531090770414,0.816893384787611,1.35366928225283e-05,0.00294514533030683,"SNORA7B","677797"
"ENSG00000205220.11",14.8422326885973,1.46621007723227,0.414117803502615,1.39896529833369e-05,0.00300311217375632,"PSMB10","5699"
"ENSG00000111237.18",30.1271430428403,0.849597782999296,0.234516987786954,1.43207256294801e-05,0.00303373266624512,"VPS29","51699"
"ENSG00000111696.11",50.10469843367,-1.43309831847388,0.437308156950667,1.47875475430303e-05,0.00309194175899724,"NT5DC3","51559"
"ENSG00000167524.14",15.0235986064902,-1.62106487451024,0.482612424481834,1.61582469991206e-05,0.00333522790622873,"RSKR","124923"
"ENSG00000159228.12",106.415008007391,0.835691983020923,0.229125477113395,1.7697222942907e-05,0.0036066492326684,"CBR1","873"
"ENSG00000244230.3",51.1008697908875,1.49784545243704,0.440221023982025,1.84179594839598e-05,0.00370661434614691,NA,NA
"ENSG00000173157.16",17.0177679799877,-1.12010909961284,0.318608732821445,2.00825381280466e-05,0.00399171436866111,"ADAMTS20","80070"
"ENSG00000114439.18",133.191781131914,-0.895195306473445,0.254665059154072,2.05226429689219e-05,0.00402634610454577,"BBX","56987"
"ENSG00000152208.12",100.556831928,-0.683847819034336,0.190034653240169,2.07569395451739e-05,0.00402634610454577,"GRID2","2895"
"ENSG00000125743.10",374.939036626498,0.922627886844736,0.263712866865655,2.14532626767722e-05,0.00411187534638134,"SNRPD2","6633"
"ENSG00000142684.8",15.914186115714,1.17766549778191,0.342889003145222,2.23510390370833e-05,0.0042159590940836,"ZNF593","51042"
"ENSG00000188153.13",103.564655273546,-1.04356625806881,0.311197827906709,2.25200299435522e-05,0.0042159590940836,"COL4A5","1287"
"ENSG00000084623.11",385.84681731893,-0.41224890648421,0.107066297044137,2.28307786303422e-05,0.0042250061603277,"EIF3I","8668"
"ENSG00000147419.17",128.900419632826,-1.65083017298287,0.494380597974773,2.40702107065971e-05,0.00440375445882061,"CCDC25","55246"
"ENSG00000277887.1",61.6203604829556,0.0281030518324335,0.210034631731917,2.55162299506386e-05,0.00461585732814923,"SNORA50C","677842"
"ENSG00000149196.15",37.7528334583234,0.860882988833333,0.250385598638871,2.78444262320789e-05,0.00498105847040522,"HIKESHI","51501"
"ENSG00000071051.13",65.5294218009403,0.709594629384428,0.2057233030689,3.00218864339525e-05,0.0052678407755393,"NCK2","8440"
"ENSG00000178449.8",20.4635745054527,0.908015975880825,0.266973318519336,3.0101947288796e-05,0.0052678407755393,"COX14","84987"
"ENSG00000132330.16",52.7475451691513,0.909787302913475,0.263639768453527,3.16055890081851e-05,0.0054715051938901,"SCLY","51540"
"ENSG00000125835.18",308.238410364261,0.829272965666419,0.241791395969649,3.25854438961632e-05,0.00558112390136412,"SNRPB","6628"
"ENSG00000095261.13",110.134669408562,-1.74384798279131,0.718402960760514,3.29768859096153e-05,0.00558502831165888,"PSMD5","5711"
"ENSG00000184076.13",86.4406245847999,0.818349731002008,0.238989320667357,3.33020321688977e-05,0.00558502831165888,"UQCR10","29796"
"ENSG00000005483.20",60.1850582300781,-1.0862278203484,0.341927828203424,3.41243027814446e-05,0.00566393066784801,"KMT2E","55904"
"ENSG00000099795.6",48.3391759246881,1.15635813844901,0.351641993971644,3.47842988072711e-05,0.00567631247753155,"NDUFB7","4713"
